,RedFighter,BlueFighter,Finish,FinishRound,RedOdds,BlueOdds,Date,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueAge,BMatchWCRank,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,RMatchWCRank,BetterRank
1160,Melissa Martinez,Elise Reed,U-DEC,3.0,-175,150,9/10/2022,Blue,False,Women's Strawweight,FEMALE,3,1,0,1,2,7,0,0,0,1,Orthodox,160.02,160.02,29,,0,0,0,0,0,0,0,0,0,Southpaw,157.48,167.64,25,,neither
1161,Darian Weeks,Yohan Lainesse,S-DEC,3.0,-120,100,9/10/2022,Blue,False,Welterweight,MALE,3,1,0,1,1,3,0,1,0,1,Orthodox,185.42,193.04,30,,2,0,0,2,6,0,0,0,0,Orthodox,180.34,182.88,28,,neither
1162,Ciryl Gane,Tai Tuivasa,KO/TKO,3.0,-475,380,9/3/2022,Red,False,Heavyweight,MALE,5,0,5,5,3,19,0,7,0,8,Southpaw,187.96,190.5,29,3.0,1,0,7,1,27,3,2,2,7,Orthodox,193.04,205.74,32,1.0,Red
1163,Robert Whittaker,Marvin Vettori,U-DEC,3.0,-210,180,9/3/2022,Red,False,Middleweight,MALE,3,0,1,5,3,40,1,0,2,8,Southpaw,182.88,187.96,28,2.0,1,0,9,4,55,4,5,0,14,Orthodox,182.88,185.42,31,1.0,Red
1164,Nassourdine Imavov,Joaquin Buckley,U-DEC,3.0,-250,210,9/3/2022,Red,False,Middleweight,MALE,3,0,3,3,2,16,0,4,0,5,Southpaw,177.8,193.04,28,,0,2,2,1,10,0,2,0,3,Orthodox,190.5,190.5,27,12.0,Red
1165,Alessio Di Chirico,Roman Kopylov,KO/TKO,3.0,-105,-115,9/3/2022,Blue,False,Middleweight,MALE,3,2,0,0,2,6,0,0,0,0,Southpaw,182.88,190.5,31,,1,0,2,6,23,0,2,0,4,Orthodox,182.88,187.96,32,,neither
1166,William Gomis,Jarno Errens,U-DEC,3.0,-215,185,9/3/2022,Red,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,27,,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,25,,neither
1167,Charles Jourdain,Nathaniel Wood,U-DEC,3.0,-150,130,9/3/2022,Blue,False,Featherweight,MALE,3,0,1,3,2,19,0,0,3,5,Orthodox,167.64,175.26,29,,1,0,2,4,24,0,2,1,4,Switch,175.26,175.26,26,,neither
1168,Abus Magomedov,Dustin Stoltzfus,KO/TKO,1.0,-295,245,9/3/2022,Red,False,Middleweight,MALE,3,0,1,1,3,13,0,1,0,2,Orthodox,182.88,190.5,30,,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,32,,neither
1169,John Makdessi,Nasrat Haqparast,U-DEC,3.0,195,-230,9/3/2022,Blue,False,Lightweight,MALE,3,2,0,3,4,24,0,1,0,5,Southpaw,177.8,182.88,27,,0,1,3,7,45,0,3,0,11,Orthodox,172.72,172.72,37,,neither
1170,Fares Ziam,Michal Figlak,U-DEC,3.0,180,-210,9/3/2022,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,26,,1,0,2,2,10,0,0,0,2,Orthodox,185.42,190.5,25,,neither
1171,Benoit Saint Denis,Gabriel Miranda,KO/TKO,2.0,-300,250,9/3/2022,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,32,,0,1,1,1,5,0,0,1,1,Southpaw,180.34,185.42,26,,neither
1172,Khalid Taha,Cristian Quinonez,KO/TKO,1.0,-125,105,9/3/2022,Blue,False,Bantamweight,MALE,3,0,1,1,0,3,0,0,0,1,Orthodox,172.72,177.8,26,,2,0,1,3,13,0,1,0,1,Orthodox,165.1,175.26,30,,neither
1173,Stephanie Egger,Ailin Perez,SUB,2.0,-260,220,9/3/2022,Red,False,Women's Featherweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Switch,165.1,167.64,27,,1,0,2,2,7,0,1,1,2,Orthodox,167.64,172.72,34,,neither
1174,Kamaru Usman,Leon Edwards,KO/TKO,5.0,-315,260,8/20/2022,Blue,True,Welterweight,MALE,5,0,9,9,2,45,3,2,1,11,Southpaw,187.96,187.96,30,2.0,0,15,15,0,53,8,4,1,15,Switch,182.88,193.04,35,0.0,Red
1175,Paulo Costa,Luke Rockhold,U-DEC,3.0,-330,275,8/20/2022,Red,False,Middleweight,MALE,3,2,0,9,4,36,4,6,7,15,Southpaw,190.5,195.58,37,,2,0,5,2,17,1,4,0,5,Orthodox,185.42,182.88,31,6.0,Red
1176,Jose Aldo,Merab Dvalishvili,U-DEC,3.0,135,-155,8/20/2022,Blue,False,Bantamweight,MALE,3,0,7,7,2,26,0,1,0,7,Orthodox,167.64,172.72,31,6.0,0,3,15,6,84,15,11,0,21,Orthodox,170.18,177.8,35,,Blue
1177,Wu Yanan,Lucie Pudilova,KO/TKO,2.0,125,-145,8/20/2022,Blue,False,Women's Bantamweight,FEMALE,3,4,0,2,5,20,0,0,0,2,Orthodox,172.72,170.18,28,,3,0,1,4,13,0,0,1,1,Orthodox,172.72,167.64,26,,neither
1178,Tyson Pedro,Harry Hunsucker,KO/TKO,1.0,-850,600,8/20/2022,Red,False,Light Heavyweight,MALE,3,3,0,0,3,3,0,0,0,0,Orthodox,187.96,190.5,33,,0,1,2,3,11,0,2,2,4,Orthodox,190.5,200.66,30,,neither
1179,Marcin Tybura,Alexandr Romanov,M-DEC,3.0,265,-320,8/20/2022,Red,False,Heavyweight,MALE,3,0,5,5,0,9,0,1,3,5,Southpaw,187.96,190.5,31,13.0,1,0,5,6,40,0,4,0,9,Orthodox,190.5,198.12,36,11.0,Red
1180,Leonardo Santos,Jared Gordon,U-DEC,3.0,230,-275,8/20/2022,Blue,False,Lightweight,MALE,3,1,0,3,4,25,0,1,0,6,Orthodox,175.26,172.72,33,,2,0,6,2,23,1,2,2,7,Orthodox,182.88,190.5,42,,neither
1181,AJ Fletcher,Ange Loosa,U-DEC,3.0,-165,140,8/20/2022,Blue,False,Welterweight,MALE,3,2,0,0,2,6,0,0,0,0,Orthodox,177.8,187.96,29,,1,0,1,1,4,0,1,0,1,Switch,177.8,170.18,25,,neither
1182,Amir Albazi,Francisco Figueiredo,SUB,1.0,-500,400,8/20/2022,Red,False,Flyweight,MALE,3,0,1,1,1,7,0,0,1,2,Southpaw,167.64,172.72,32,,0,2,2,0,4,0,0,1,2,Orthodox,165.1,172.72,28,11.0,Red
1183,Aoriqileng,Jay Perrin,U-DEC,3.0,-125,105,8/20/2022,Red,False,Bantamweight,MALE,3,2,0,0,2,6,0,0,0,0,Switch,170.18,170.18,29,,0,1,1,2,7,0,1,0,1,Orthodox,170.18,175.26,29,,neither
1184,Daniel Lacerda,Victor Altamirano,KO/TKO,1.0,140,-165,8/20/2022,Blue,False,Flyweight,MALE,3,1,0,1,1,6,0,0,0,1,Switch,172.72,177.8,31,,2,0,0,2,3,0,0,0,0,Switch,167.64,177.8,26,,neither
1185,Marlon Vera,Dominick Cruz,KO/TKO,4.0,-225,190,8/13/2022,Red,False,Bantamweight,MALE,5,0,2,12,3,59,10,2,0,14,Orthodox,172.72,172.72,37,8.0,0,3,5,6,49,1,6,4,13,Switch,172.72,177.8,29,5.0,Red
1186,Nate Landwehr,David Onama,M-DEC,3.0,280,-340,8/13/2022,Red,False,Featherweight,MALE,3,0,2,2,1,6,0,1,1,2,Orthodox,180.34,187.96,28,,0,1,1,2,8,0,0,1,2,Orthodox,175.26,182.88,34,,neither
1187,Yazmin Jauregui,Iasmin Lucindo,U-DEC,3.0,-210,180,8/13/2022,Red,False,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,20,,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,23,,neither
1188,Devin Clark,Azamat Murzakanov,KO/TKO,3.0,130,-150,8/13/2022,Blue,False,Light Heavyweight,MALE,3,0,2,2,0,4,0,2,0,2,Southpaw,177.8,180.34,33,,0,1,2,6,31,0,1,0,7,Orthodox,182.88,190.5,32,,neither
1189,Priscila Cachoeira,Ariane Lipski,KO/TKO,1.0,185,-215,8/13/2022,Red,False,Women's Bantamweight,FEMALE,3,0,1,2,4,17,0,0,1,3,Orthodox,167.64,170.18,28,,0,1,2,4,15,0,2,0,3,Orthodox,170.18,165.1,33,,neither
1190,Bruno Silva,Gerald Meerschaert,SUB,3.0,-295,245,8/13/2022,Blue,False,Middleweight,MALE,3,1,0,3,7,32,0,1,8,9,Southpaw,185.42,195.58,34,,1,0,3,1,8,0,3,0,3,Orthodox,182.88,187.96,33,,neither
1191,Angela Hill,Loopy Godinez,U-DEC,3.0,275,-330,8/13/2022,Red,False,Catch Weight,MALE,3,0,2,2,2,13,0,0,1,3,Orthodox,157.48,154.94,28,,3,0,3,12,57,0,2,0,8,Orthodox,160.02,162.56,37,,neither
1192,Martin Buday,Lukasz Brzeski,S-DEC,3.0,-305,255,8/13/2022,Red,False,Heavyweight,MALE,3,0,1,1,0,3,0,0,1,1,Orthodox,193.04,198.12,30,,0,2,2,0,4,0,1,0,2,Orthodox,193.04,195.58,30,,neither
1193,Cynthia Calvillo,Nina Nunes,S-DEC,3.0,-190,160,8/13/2022,Blue,False,Women's Flyweight,FEMALE,3,2,0,4,4,22,0,0,1,4,Orthodox,165.1,162.56,36,,3,0,3,4,28,0,0,3,6,Orthodox,162.56,162.56,35,12.0,Red
1194,Gabriel Benitez,Charlie Ontiveros,KO/TKO,1.0,-360,295,8/13/2022,Red,False,Lightweight,MALE,3,2,0,0,2,3,0,0,0,0,Switch,187.96,187.96,31,,2,0,2,6,25,0,2,2,6,Southpaw,172.72,180.34,34,,neither
1195,Ode Osbourne,Tyson Nam,KO/TKO,1.0,-460,370,8/13/2022,Blue,False,Flyweight,MALE,3,1,0,2,3,12,0,2,0,2,Orthodox,170.18,172.72,38,,0,2,2,2,8,0,2,1,4,Southpaw,170.18,185.42,30,,neither
1196,Jason Witt,Josh Quinlan,KO/TKO,1.0,250,-300,8/13/2022,Blue,False,Catch Weight,MALE,3,0,0,0,0,1,0,0,0,0,Orthodox,182.88,182.88,29,,1,0,1,3,9,0,0,1,2,Orthodox,177.8,177.8,35,,neither
1197,Thiago Santos,Jamahal Hill,KO/TKO,4.0,265,-320,8/6/2022,Blue,False,Light Heavyweight,MALE,5,0,2,3,1,11,2,4,0,5,Southpaw,193.04,200.66,31,10.0,1,0,4,9,53,1,11,0,14,Orthodox,187.96,193.04,38,6.0,Red
1198,Vicente Luque,Geoff Neal,KO/TKO,3.0,-210,180,8/6/2022,Blue,False,Welterweight,MALE,3,0,1,6,2,21,0,4,1,7,Southpaw,180.34,190.5,31,13.0,1,0,6,4,37,0,8,5,14,Orthodox,180.34,190.5,30,6.0,Red
1199,Mohammed Usman,Zac Pauga,KO/TKO,2.0,235,-280,8/6/2022,Red,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,34,,0,0,0,0,0,0,0,0,0,Orthodox,187.96,200.66,33,,neither
1200,Brogan Walker,Juliana Miller,KO/TKO,3.0,120,-140,8/6/2022,Blue,False,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,26,,0,0,0,0,0,0,0,0,0,Switch,162.56,170.18,34,,neither
1201,Augusto Sakai,Serghei Spivac,KO/TKO,2.0,260,-315,8/6/2022,Blue,False,Heavyweight,MALE,3,0,1,3,3,16,0,2,1,5,Orthodox,190.5,198.12,27,,3,0,5,3,20,0,3,0,5,Orthodox,190.5,195.58,31,14.0,Red
1202,Terrance McKinney,Erick Gonzalez,SUB,1.0,-950,650,8/6/2022,Red,False,Lightweight,MALE,3,1,0,0,1,2,0,0,0,0,Orthodox,180.34,190.5,30,,1,0,2,2,5,0,1,1,2,Switch,177.8,185.42,27,,neither
1203,Sam Alvey,Michal Oleksiejczuk,KO/TKO,1.0,520,-720,8/6/2022,Blue,False,Middleweight,MALE,3,1,0,2,3,15,0,3,0,4,Southpaw,182.88,187.96,27,,7,0,4,12,51,0,5,1,10,Southpaw,187.96,190.5,36,,neither
1204,Bryan Battle,Takashi Sato,KO/TKO,1.0,-325,270,8/6/2022,Red,False,Welterweight,MALE,3,2,0,1,3,11,0,2,0,2,Southpaw,177.8,185.42,32,,0,2,2,0,5,0,0,1,2,Orthodox,185.42,195.58,27,,neither
1205,Cory McKenna,Miranda Granger,SUB,2.0,-195,165,8/6/2022,Red,False,Women's Strawweight,FEMALE,3,2,0,1,2,7,0,0,0,1,Orthodox,170.18,172.72,30,,1,0,2,1,9,0,0,0,2,Orthodox,160.02,147.32,23,,neither
1206,Mayra Bueno Silva,Stephanie Egger,SUB,1.0,100,-120,8/6/2022,Red,False,Women's Bantamweight,FEMALE,3,0,2,2,1,6,0,1,1,2,Orthodox,167.64,172.72,33,,0,1,2,2,15,1,0,3,4,Orthodox,167.64,167.64,30,,neither
1207,Julianna Pena,Amanda Nunes,U-DEC,5.0,205,-245,7/30/2022,Blue,True,Women's Bantamweight,FEMALE,5,1,0,12,3,40,11,8,3,15,Orthodox,172.72,175.26,34,1.0,0,2,4,2,21,2,2,2,7,Orthodox,167.64,175.26,32,,Blue
1208,Brandon Moreno,Kai Kara-France,KO/TKO,3.0,-210,180,7/30/2022,Red,True,Flyweight,MALE,5,0,3,3,2,22,0,2,0,7,Orthodox,162.56,175.26,29,2.0,1,0,3,3,37,5,1,3,7,Orthodox,170.18,177.8,28,1.0,Red
1209,Derrick Lewis,Sergei Pavlovich,KO/TKO,1.0,135,-155,7/30/2022,Blue,False,Heavyweight,MALE,3,0,3,3,1,4,1,3,0,3,Southpaw,190.5,213.36,30,11.0,1,0,6,7,54,2,13,0,17,Orthodox,190.5,200.66,37,5.0,Red
1210,Alexandre Pantoja,Alex Perez,SUB,1.0,-195,165,7/30/2022,Red,False,Flyweight,MALE,3,1,0,4,2,14,1,2,3,7,Orthodox,167.64,165.1,30,6.0,0,2,3,3,26,3,2,3,8,Orthodox,165.1,170.18,32,4.0,Red
1211,Magomed Ankalaev,Anthony Smith,KO/TKO,2.0,-610,460,7/30/2022,Red,False,Light Heavyweight,MALE,3,0,3,3,8,48,1,7,5,13,Orthodox,193.04,193.04,34,5.0,0,8,8,1,23,1,4,0,8,Orthodox,190.5,190.5,30,4.0,Red
1212,Alex Morono,Matthew Semelsberger,U-DEC,3.0,160,-190,7/30/2022,Red,False,Welterweight,MALE,3,0,2,2,1,11,0,2,0,4,Switch,185.42,190.5,29,,0,3,3,4,36,0,2,1,10,Orthodox,180.34,182.88,31,,neither
1213,Drew Dober,Rafael Alves,KO/TKO,3.0,-165,140,7/30/2022,Red,False,Lightweight,MALE,3,0,1,1,1,6,0,0,2,2,Orthodox,172.72,172.72,31,,0,1,3,7,37,0,7,1,11,Southpaw,172.72,177.8,33,,neither
1214,Drakkar Klose,Rafa Garcia,U-DEC,3.0,-200,170,7/30/2022,Red,False,Lightweight,MALE,3,0,2,2,2,11,0,0,1,2,Orthodox,170.18,177.8,27,,0,1,3,2,22,0,1,0,6,Orthodox,175.26,177.8,34,,neither
1215,Michael Morales,Adam Fugitt,KO/TKO,3.0,-600,450,7/30/2022,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,185.42,195.58,33,,0,2,2,0,4,0,1,0,2,Orthodox,182.88,200.66,23,,neither
1216,Joselyne Edwards,Ji Yeon Kim,S-DEC,3.0,-120,100,7/30/2022,Red,False,Women's Bantamweight,FEMALE,3,3,0,2,5,23,0,1,0,3,Orthodox,170.18,182.88,32,,0,1,1,2,12,0,0,0,2,Orthodox,172.72,177.8,26,,neither
1217,Nicolae Negumereanu,Ihor Potieria,KO/TKO,2.0,-140,120,7/30/2022,Red,False,Light Heavyweight,MALE,3,0,1,1,0,1,0,1,0,1,Southpaw,190.5,190.5,26,,0,3,3,1,10,0,1,0,3,Orthodox,182.88,198.12,27,,neither
1218,Orion Cosce,Blood Diamond,U-DEC,3.0,-205,175,7/30/2022,Red,False,Welterweight,MALE,3,1,0,0,1,1,0,0,0,0,Switch,180.34,193.04,34,,1,0,1,1,5,0,1,0,1,Switch,180.34,180.34,28,,neither
1219,Curtis Blaydes,Tom Aspinall,KO/TKO,1.0,135,-155,7/23/2022,Red,False,Heavyweight,MALE,5,0,5,5,0,6,2,3,2,5,Orthodox,195.58,198.12,29,6.0,0,2,5,3,37,1,6,0,11,Orthodox,193.04,203.2,31,4.0,Red
1220,Jack Hermansson,Chris Curtis,U-DEC,3.0,-110,-110,7/23/2022,Red,False,Middleweight,MALE,3,0,4,4,0,9,0,3,0,4,Orthodox,177.8,190.5,35,,1,0,4,5,34,0,3,3,9,Orthodox,185.42,195.58,34,8.0,Red
1221,Paddy Pimblett,Jordan Leavitt,SUB,2.0,-275,230,7/23/2022,Red,False,Lightweight,MALE,3,0,2,2,1,10,0,1,2,4,Southpaw,175.26,180.34,27,,0,2,2,0,2,0,1,1,2,Orthodox,177.8,185.42,27,,neither
1222,Nikita Krylov,Alexander Gustafsson,KO/TKO,1.0,-200,170,7/23/2022,Red,False,Light Heavyweight,MALE,3,3,0,6,7,43,3,5,2,10,Orthodox,195.58,200.66,35,,2,0,5,7,27,0,3,4,8,Orthodox,190.5,195.58,30,11.0,Red
1223,Molly McCann,Hannah Goldy,KO/TKO,1.0,-460,370,7/23/2022,Red,False,Women's Flyweight,FEMALE,3,0,1,1,2,10,0,0,1,2,Orthodox,162.56,154.94,30,,0,2,3,3,23,0,1,0,5,Orthodox,162.56,157.48,32,,neither
1224,Paul Craig,Volkan Oezdemir,U-DEC,3.0,125,-145,7/23/2022,Blue,False,Light Heavyweight,MALE,3,2,0,3,5,23,1,3,0,5,Orthodox,187.96,190.5,32,9.0,0,5,4,4,23,0,2,6,8,Orthodox,190.5,193.04,34,8.0,Red
1225,Mason Jones,Ludovit Klein,U-DEC,3.0,-425,340,7/23/2022,Blue,False,Lightweight,MALE,3,0,1,1,2,10,0,1,0,2,Southpaw,170.18,182.88,27,,0,1,1,1,8,0,0,0,1,Orthodox,177.8,187.96,27,,neither
1226,Marc Diakiese,Damir Hadzovic,U-DEC,3.0,-435,350,7/23/2022,Red,False,Lightweight,MALE,3,0,1,2,4,19,0,2,0,4,Orthodox,175.26,177.8,35,,0,1,3,5,28,0,2,0,6,Orthodox,177.8,185.42,29,,neither
1227,Nathaniel Wood,Charles Rosa,U-DEC,3.0,-560,430,7/23/2022,Red,False,Featherweight,MALE,3,2,0,1,7,34,0,0,2,5,Switch,175.26,175.26,35,,1,0,3,2,16,0,0,3,4,Orthodox,167.64,175.26,29,,neither
1228,Makwan Amirkhani,Jonathan Pearce,KO/TKO,2.0,130,-150,7/23/2022,Blue,False,Featherweight,MALE,3,0,3,3,1,11,0,2,1,4,Switch,182.88,180.34,30,,0,1,3,5,26,0,1,4,7,Southpaw,177.8,182.88,33,,neither
1229,Muhammad Mokaev,Charles Johnson,U-DEC,3.0,-500,400,7/23/2022,Red,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,Switch,175.26,177.8,31,,0,1,1,0,1,0,0,1,1,Orthodox,170.18,177.8,21,,neither
1230,Jai Herbert,Kyle Nelson,U-DEC,3.0,-285,240,7/23/2022,Red,False,Lightweight,MALE,3,1,0,1,3,9,0,1,0,1,Switch,180.34,180.34,31,,1,0,1,3,8,0,1,0,1,Orthodox,185.42,195.58,34,,neither
1231,Mandy Bohm,Victoria Leonardo,U-DEC,3.0,-110,-110,7/23/2022,Blue,False,Women's Flyweight,FEMALE,3,2,0,1,2,6,0,1,0,1,Orthodox,165.1,162.56,32,,1,0,0,1,3,0,0,0,0,Orthodox,170.18,180.34,32,,neither
1232,Claudio Silva,Nicolas Dalby,U-DEC,3.0,185,-215,7/23/2022,Blue,False,Welterweight,MALE,3,1,0,2,3,22,0,0,0,3,Orthodox,180.34,187.96,37,,2,0,5,2,17,0,0,3,5,Southpaw,180.34,180.34,39,,neither
1233,Brian Ortega,Yair Rodriguez,KO/TKO,1.0,-195,165,7/16/2022,Blue,False,Featherweight,MALE,5,1,0,6,2,34,3,3,0,8,Orthodox,180.34,180.34,29,3.0,1,0,6,2,30,2,3,3,7,Switch,172.72,175.26,31,2.0,Red
1234,Michelle Waterson-Gomez,Amanda Lemos,SUB,2.0,260,-315,7/16/2022,Blue,False,Women's Strawweight,FEMALE,3,1,0,5,2,12,1,2,1,5,Southpaw,162.56,165.1,35,11.0,1,0,4,5,41,0,0,4,8,Orthodox,160.02,157.48,36,10.0,Red
1235,Li Jingliang,Muslim Salikhov,KO/TKO,2.0,135,-155,7/16/2022,Red,False,Welterweight,MALE,3,0,5,5,1,14,0,2,0,5,Orthodox,180.34,177.8,38,,1,0,4,5,34,0,7,0,10,Orthodox,182.88,180.34,34,14.0,Red
1236,Matt Schnell,Sumudaerji,SUB,2.0,220,-260,7/16/2022,Red,False,Flyweight,MALE,3,0,3,3,1,9,0,1,0,3,Southpaw,172.72,182.88,26,12.0,1,0,4,4,18,0,0,2,5,Orthodox,172.72,177.8,32,8.0,Red
1237,Shane Burgos,Charles Jourdain,M-DEC,3.0,-175,150,7/16/2022,Red,False,Featherweight,MALE,3,0,2,2,3,21,0,2,1,4,Switch,175.26,175.26,26,,0,1,3,3,28,0,2,1,7,Orthodox,180.34,190.5,31,14.0,Red
1238,Lauren Murphy,Miesha Tate,U-DEC,3.0,175,-205,7/16/2022,Red,False,Women's Flyweight,FEMALE,3,1,0,5,7,56,6,1,4,12,Orthodox,167.64,165.1,35,,1,0,5,5,36,1,2,1,7,Orthodox,165.1,170.18,38,3.0,Red
1239,Punahele Soriano,Dalcha Lungiambula,KO/TKO,2.0,-250,210,7/16/2022,Red,False,Middleweight,MALE,3,2,0,1,3,13,0,1,0,2,Orthodox,172.72,193.04,34,,2,0,3,2,11,0,2,0,3,Southpaw,180.34,182.88,29,,neither
1240,Ricky Simon,Jack Shore,SUB,2.0,145,-170,7/16/2022,Red,False,Bantamweight,MALE,3,0,5,5,0,14,0,0,2,5,Orthodox,172.72,180.34,27,14.0,0,4,4,2,26,0,1,2,8,Orthodox,167.64,175.26,29,13.0,Red
1241,Bill Algeo,Herbert Burns,KO/TKO,2.0,-210,180,7/16/2022,Red,False,Featherweight,MALE,3,1,0,3,1,5,0,1,2,3,Orthodox,175.26,185.42,34,,0,1,1,3,15,0,0,0,2,Switch,182.88,185.42,33,,neither
1242,Dustin Jacoby,Da Woon Jung,KO/TKO,1.0,105,-125,7/16/2022,Red,False,Light Heavyweight,MALE,3,0,4,2,0,11,0,2,1,4,Orthodox,193.04,198.12,28,,0,6,3,2,23,0,2,0,6,Orthodox,190.5,193.04,34,15.0,Red
1243,Dwight Grant,Dustin Stoltzfus,U-DEC,3.0,115,-135,7/16/2022,Blue,False,Middleweight,MALE,3,3,0,1,3,10,0,1,0,1,Orthodox,182.88,190.5,30,,2,0,2,4,18,0,2,0,4,Switch,185.42,193.04,37,,neither
1244,Jessica Penne,Emily Ducote,U-DEC,3.0,145,-170,7/16/2022,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,157.48,160.02,28,,0,2,2,4,25,1,1,3,6,Orthodox,165.1,170.18,39,14.0,Red
1245,Rafael Dos Anjos,Rafael Fiziev,KO/TKO,5.0,180,-210,7/9/2022,Blue,False,Lightweight,MALE,5,0,5,5,1,14,0,2,0,5,Switch,172.72,180.34,29,10.0,0,2,5,11,96,4,4,4,20,Southpaw,172.72,177.8,37,7.0,Red
1246,Caio Borralho,Armen Petrosyan,U-DEC,3.0,-250,210,7/9/2022,Red,False,Middleweight,MALE,3,0,2,2,0,4,0,1,0,2,Orthodox,190.5,180.34,31,,0,3,3,0,7,0,1,0,3,Southpaw,185.42,190.5,29,,neither
1247,Douglas Silva de Andrade,Said Nurmagomedov,U-DEC,3.0,380,-475,7/9/2022,Blue,False,Bantamweight,MALE,3,0,2,2,1,9,0,2,1,4,Orthodox,172.72,177.8,30,,0,2,2,4,25,0,2,1,6,Orthodox,170.18,172.72,37,,neither
1248,Jared Vanderaa,Chase Sherman,KO/TKO,3.0,-230,195,7/9/2022,Blue,False,Heavyweight,MALE,3,4,0,2,9,27,0,2,0,3,Orthodox,193.04,198.12,32,,3,0,1,4,12,0,1,0,2,Orthodox,193.04,203.2,30,,neither
1249,Aiemann Zahabi,Ricky Turcios,U-DEC,3.0,195,-230,7/9/2022,Red,False,Bantamweight,MALE,3,0,1,1,1,6,0,0,0,1,Orthodox,175.26,180.34,29,,0,1,1,2,10,0,1,0,2,Orthodox,172.72,172.72,34,,neither
1250,Michael Johnson,Jamie Mullarkey,S-DEC,3.0,195,-230,7/9/2022,Blue,False,Lightweight,MALE,3,1,0,2,3,11,0,2,0,2,Orthodox,182.88,187.96,27,,0,1,4,13,63,1,5,0,12,Southpaw,177.8,185.42,36,,neither
1251,Cody Brundage,Tresean Gore,KO/TKO,1.0,135,-155,7/9/2022,Red,False,Middleweight,MALE,3,1,0,0,1,3,0,0,0,0,Switch,182.88,190.5,28,,0,1,1,2,5,0,0,1,1,Orthodox,182.88,182.88,28,,neither
1252,Antonina Shevchenko,Cortney Casey,S-DEC,3.0,-180,155,7/9/2022,Red,False,Women's Flyweight,FEMALE,3,0,1,2,8,36,0,1,2,6,Orthodox,170.18,170.18,35,,2,0,2,4,19,0,2,1,4,Southpaw,172.72,170.18,37,,neither
1253,David Onama,Garrett Armfield,SUB,2.0,-750,550,7/9/2022,Red,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,25,,0,1,1,1,4,0,1,0,1,Orthodox,180.34,187.96,28,,neither
1254,Kennedy Nzechukwu,Karl Roberson,KO/TKO,3.0,-155,135,7/9/2022,Red,False,Light Heavyweight,MALE,3,3,0,2,5,17,0,1,2,5,Southpaw,185.42,187.96,31,,2,0,3,3,19,0,3,0,5,Southpaw,195.58,210.82,30,,neither
1255,Ronnie Lawrence,Saidyokub Kakhramonov,U-DEC,3.0,-120,100,7/9/2022,Blue,False,Bantamweight,MALE,3,0,1,1,0,3,0,0,1,1,Orthodox,172.72,175.26,26,,0,3,3,0,9,0,1,0,3,Switch,172.72,172.72,30,,neither
1256,Israel Adesanya,Jared Cannonier,U-DEC,5.0,-540,420,7/2/2022,Red,True,Middleweight,MALE,5,0,2,3,5,30,0,6,0,8,Switch,180.34,195.58,38,2.0,0,2,9,1,43,11,4,0,11,Switch,193.04,203.2,32,0.0,Red
1257,Alexander Volkanovski,Max Holloway,U-DEC,5.0,-180,155,7/2/2022,Red,True,Featherweight,MALE,5,0,2,13,6,80,8,9,2,19,Orthodox,180.34,175.26,30,1.0,0,11,11,0,37,8,4,0,11,Orthodox,167.64,180.34,33,0.0,Red
1258,Sean Strickland,Alex Pereira,KO/TKO,1.0,-125,105,7/2/2022,Blue,False,Middleweight,MALE,3,0,2,2,0,5,5,1,0,2,Orthodox,193.04,200.66,34,,0,6,6,3,43,2,3,1,12,Orthodox,185.42,193.04,31,4.0,Red
1259,Robbie Lawler,Bryan Barberena,KO/TKO,2.0,100,-120,7/2/2022,Blue,False,Welterweight,MALE,3,0,2,2,6,37,0,3,1,8,Southpaw,182.88,182.88,33,,0,1,5,14,94,6,13,0,20,Southpaw,180.34,187.96,40,,neither
