RedFighter,BlueFighter,RedOdds,BlueOdds,RedWinner,RedReturn,BlueReturn,OddsDiff,AgeDiff,ReachDiff,WinsDiff,LossesDiff,WinStreakDiff,LoseStreakDiff,RankDiff,Date,TitleBout,WeightClass,Gender,NumberOfRounds,Finish,FinishRound,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueAge,BMatchWCRank,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,RMatchWCRank
Henry Cejudo,Marlon Moraes,145,-165,True,2.45,0.0,310,1,-7.6200000000000045,4,1,0,0,19,2019-06-08,True,Bantamweight,MALE,5,KO/TKO,3,0,4,4,1,9,0,2,1,4,Orthodox,167.64,170.18,31,1,0,4,4,2,27,3,2,0,8,Orthodox,162.56,162.56,32,20
Valentina Shevchenko,Jessica Eye,-1100,700,True,1.0909,0.0,-1800,-1,0.0,1,-4,-1,0,-1,2019-06-08,True,Women's Flyweight,FEMALE,5,KO/TKO,2,0,3,3,6,29,0,0,0,4,Orthodox,167.64,167.64,32,1,0,2,2,2,25,2,0,2,5,Southpaw,165.1,167.64,31,0
Tony Ferguson,Donald Cerrone,-210,175,True,1.4762,0.0,-385,-1,7.6200000000000045,-9,-7,8,0,-2,2019-06-08,False,Lightweight,MALE,3,KO/TKO,2,0,3,8,8,68,1,10,6,23,Orthodox,185.42,185.42,36,4,0,11,11,1,33,2,3,6,14,Orthodox,180.34,193.04,35,2
Jimmie Rivera,Petr Yan,300,-360,False,0.0,1.2778,660,3,2.539999999999992,2,2,-4,1,-2,2019-06-08,False,Bantamweight,MALE,3,U-DEC,3,0,4,4,0,9,0,2,0,4,Switch,170.18,170.18,26,9,1,0,5,2,20,0,1,0,6,Orthodox,162.56,172.72,29,7
Tai Tuivasa,Blagoy Ivanov,-160,140,False,0.0,2.4,-300,-6,5.0800000000000125,2,0,-1,1,-2,2019-06-08,False,Heavyweight,MALE,3,U-DEC,3,0,1,1,1,8,0,0,0,1,Southpaw,180.34,185.42,32,13,1,0,3,1,7,0,2,0,3,Southpaw,187.96,190.5,26,11
Tatiana Suarez,Nina Ansaroff,-750,525,True,1.1333,0.0,-1275,-5,5.079999999999984,0,-2,0,0,-1,2019-06-08,False,Women's Strawweight,FEMALE,3,U-DEC,3,0,4,4,2,18,0,0,1,4,Orthodox,165.1,162.56,33,3,0,4,4,0,8,1,1,2,4,Southpaw,165.1,167.64,28,2
Aljamain Sterling,Pedro Munhoz,-160,140,True,1.625,0.0,-300,-3,15.240000000000009,1,-1,0,0,-1,2019-06-08,False,Bantamweight,MALE,3,U-DEC,3,0,3,4,4,23,0,3,3,8,Orthodox,167.64,165.1,32,4,0,3,4,3,32,0,1,3,9,Orthodox,170.18,180.34,29,3
Karolina Kowalkiewicz,Alexa Grasso,105,-125,False,0.0,1.8,230,8,-5.079999999999984,3,2,0,1,-3,2019-06-08,False,Women's Strawweight,FEMALE,3,U-DEC,3,1,0,1,2,10,0,0,0,2,Orthodox,165.1,167.64,25,13,2,0,3,4,25,1,0,0,5,Orthodox,160.02,162.56,33,10
Ricardo Lamas,Calvin Kattar,155,-175,False,0.0,1.5714,330,6,-2.539999999999992,7,4,0,0,-5,2019-06-08,False,Featherweight,MALE,3,KO/TKO,1,0,1,2,1,10,0,2,0,3,Orthodox,180.34,182.88,31,15,0,1,4,5,34,1,4,3,10,Orthodox,172.72,180.34,37,10
Yan Xiaonan,Angela Hill,-220,180,True,1.4545,0.0,-400,-5,-2.539999999999992,-1,-6,2,0,0,2019-06-08,False,Women's Strawweight,FEMALE,3,U-DEC,3,0,1,1,6,26,0,0,0,4,Orthodox,160.02,162.56,34,20,0,3,3,0,9,0,0,0,3,Orthodox,165.1,160.02,29,20
Bevon Lewis,Darren Stewart,-170,150,False,0.0,2.5,-320,0,12.699999999999989,-2,-4,0,0,0,2019-06-08,False,Middleweight,MALE,3,U-DEC,3,1,0,2,5,14,0,2,0,2,Orthodox,182.88,187.96,28,20,1,0,0,1,3,0,0,0,0,Orthodox,190.5,200.66,28,20
Katlyn Chookagian,Joanne Calderwood,-105,-115,True,1.9524,0.0,10,-3,7.6200000000000045,-1,-1,-2,1,-4,2019-06-08,False,Women's Flyweight,FEMALE,3,U-DEC,3,0,2,2,3,18,0,1,1,5,Orthodox,167.64,165.1,33,6,1,0,3,2,18,0,0,0,4,Orthodox,175.26,172.72,30,2
Alexander Gustafsson,Anthony Smith,-320,260,False,0.0,3.6,-580,2,7.6200000000000045,3,1,0,0,-2,2019-06-01,False,Light Heavyweight,MALE,5,SUB,4,1,0,3,4,27,1,5,1,7,Orthodox,193.04,193.04,30,4,1,0,6,5,38,3,5,2,10,Orthodox,195.58,200.66,32,2
Jimi Manuwa,Aleksandar Rakic,215,-255,False,0.0,1.3922,470,12,2.539999999999992,3,5,-3,3,-9,2019-06-01,False,Light Heavyweight,MALE,3,KO/TKO,1,0,3,3,0,7,0,1,0,3,Orthodox,193.04,198.12,27,20,3,0,3,5,21,0,3,0,6,Orthodox,185.42,200.66,39,11
Makwan Amirkhani,Chris Fishgold,-130,110,True,1.7692,0.0,-240,4,10.159999999999997,3,0,0,0,0,2019-06-01,False,Featherweight,MALE,3,SUB,2,0,1,1,1,3,0,0,1,1,Orthodox,172.72,172.72,26,20,0,1,3,1,11,0,1,1,4,Southpaw,177.8,182.88,30,20
Damir Hadzovic,Christos Giagos,-165,145,False,0.0,2.45,-310,3,-2.539999999999992,1,-1,1,0,0,2019-06-01,False,Lightweight,MALE,3,U-DEC,3,0,1,1,3,10,0,0,1,2,Orthodox,177.8,180.34,29,20,0,2,2,2,12,0,2,0,3,Orthodox,175.26,177.8,32,20
Daniel Teymur,Sung Bin Jo,110,-130,True,2.1,0.0,240,5,-7.6200000000000045,0,3,0,3,0,2019-06-01,False,Featherweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,26,20,3,0,0,3,8,0,0,0,0,Orthodox,165.1,175.26,31,20
Rostem Akman,Sergey Khandozhko,135,-155,False,0.0,1.6452,290,0,-5.0800000000000125,0,0,0,0,0,2019-06-01,False,Welterweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,27,20,0,0,0,0,0,0,0,0,0,Switch,177.8,182.88,27,20
Tonya Evinger,Lina Lansberg,-400,325,False,0.0,4.25,-725,0,12.700000000000017,-2,-1,0,1,-1,2019-06-01,False,Women's Bantamweight,FEMALE,3,U-DEC,3,1,0,1,3,13,0,0,0,2,Orthodox,170.18,165.1,37,13,2,0,0,2,4,1,0,0,0,Orthodox,170.18,177.8,37,12
Stevie Ray,Leonardo Santos,135,-155,False,0.0,1.6452,290,-10,-12.699999999999989,1,2,-3,0,0,2019-06-01,False,Lightweight,MALE,3,KO/TKO,1,0,4,4,1,14,1,1,2,5,Orthodox,182.88,190.5,39,20,0,1,3,3,22,0,2,0,6,Southpaw,177.8,177.8,29,20
Nick Hein,Frank Camacho,110,-130,False,0.0,1.7692,240,5,-17.78,3,1,0,0,0,2019-06-01,False,Lightweight,MALE,3,KO/TKO,2,2,0,1,2,8,0,0,0,1,Orthodox,177.8,185.42,30,20,2,0,3,3,19,0,0,0,4,Southpaw,167.64,167.64,35,20
Bea Malecki,Duda Santana,-125,105,True,1.8,0.0,-230,4,2.5400000000000205,0,0,0,0,0,2019-06-01,False,Women's Bantamweight,FEMALE,3,SUB,2,0,0,0,0,0,0,0,0,0,Orthodox,170.18,185.42,23,20,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,27,20
Darko Stosic,Devin Clark,-110,-110,False,0.0,1.9091,0,-2,2.539999999999992,-2,-3,1,-1,0,2019-06-01,False,Light Heavyweight,MALE,3,U-DEC,3,1,0,2,3,13,0,0,0,3,Orthodox,182.88,190.5,29,20,0,1,1,0,1,0,1,0,1,Orthodox,182.88,193.04,27,20
Joel Alvarez,Danilo Belluardo,-105,-115,True,1.9524,0.0,10,1,7.6200000000000045,0,1,0,1,0,2019-06-01,False,Lightweight,MALE,3,KO/TKO,2,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,24,20,1,0,0,1,3,0,0,0,0,Orthodox,190.5,195.58,25,20
Rafael Dos Anjos,Kevin Lee,130,-150,True,2.3,0.0,280,8,-17.78,7,5,0,1,-17,2019-05-18,False,Welterweight,MALE,5,SUB,4,1,0,5,4,36,1,1,4,10,Orthodox,175.26,195.58,26,20,2,0,5,9,74,4,4,3,17,Southpaw,172.72,177.8,34,3
Antonio Carlos Junior,Ian Heinisch,-160,140,False,0.0,2.4,-300,-1,17.78,5,3,3,0,-8,2019-05-18,False,Middleweight,MALE,3,U-DEC,3,0,1,1,0,3,0,0,0,1,Orthodox,180.34,182.88,30,20,0,4,4,3,21,1,0,4,6,Orthodox,187.96,200.66,29,12
Megan Anderson,Felicia Spencer,-220,180,False,0.0,2.8,-400,1,10.159999999999997,1,1,1,0,0,2019-05-18,False,Women's Featherweight,FEMALE,3,SUB,1,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,28,20,0,1,1,1,4,0,1,0,1,Orthodox,182.88,182.88,29,20
Vicente Luque,Derrick Krantz,-1100,700,True,1.0909,0.0,-1800,-4,7.6200000000000045,8,2,4,0,-5,2019-05-18,False,Welterweight,MALE,3,KO/TKO,1,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,31,20,0,4,4,2,18,0,5,3,8,Orthodox,180.34,190.5,27,15
Charles Oliveira,Nik Lentz,-420,335,True,1.2381,0.0,-755,-5,15.240000000000009,0,1,2,0,-5,2019-05-18,False,Lightweight,MALE,3,KO/TKO,2,0,2,4,8,59,0,3,2,14,Orthodox,172.72,172.72,34,20,0,4,4,9,42,0,0,13,14,Orthodox,177.8,187.96,29,15
Davi Ramos,Austin Hubbard,-550,425,True,1.1818,0.0,-975,5,-2.539999999999992,3,1,3,0,0,2019-05-18,False,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,27,20,0,3,3,1,8,0,0,3,3,Orthodox,167.64,177.8,32,20
Aspen Ladd,Sijara Eubanks,-260,220,True,1.3846,0.0,-480,-10,-2.5400000000000205,0,0,0,0,-9,2019-05-18,False,Women's Bantamweight,FEMALE,3,U-DEC,3,0,2,2,0,6,0,0,0,2,Orthodox,162.56,170.18,34,15,0,2,2,0,3,0,2,0,2,Orthodox,167.64,167.64,24,6
Desmond Green,Charles Jourdain,-900,600,True,1.1111,0.0,-1500,6,10.159999999999997,3,3,1,0,0,2019-05-18,False,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Switch,175.26,175.26,23,20,0,1,1,3,16,0,1,0,3,Southpaw,177.8,185.42,29,20
Danny Roberts,Michel Pereira,-250,210,False,0.0,3.1,-460,6,2.5400000000000205,5,3,0,1,0,2019-05-18,False,Welterweight,MALE,3,KO/TKO,1,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,25,20,1,0,2,3,17,0,2,1,5,Southpaw,185.42,187.96,31,20
Michael Trizano,Grant Dawson,145,-165,False,0.0,1.6061,310,2,-2.539999999999992,1,0,1,0,0,2019-05-18,False,Featherweight,MALE,3,SUB,2,0,1,1,0,3,0,0,0,1,Switch,177.8,182.88,25,20,0,2,2,0,6,1,0,0,2,Orthodox,180.34,180.34,27,20
Patrick Cummins,Ed Herman,-260,220,False,0.0,3.2,-480,0,-2.5400000000000205,-4,-5,0,-1,0,2019-05-18,False,Light Heavyweight,MALE,3,KO/TKO,1,3,0,3,11,47,1,3,4,10,Orthodox,185.42,195.58,38,20,2,0,3,6,26,0,2,0,6,Orthodox,187.96,193.04,38,20
Zak Cummings,Trevin Giles,170,-200,True,2.7,0.0,370,8,2.539999999999992,5,3,-1,0,0,2019-05-18,False,Middleweight,MALE,3,SUB,3,0,2,2,0,5,0,2,0,2,Orthodox,182.88,187.96,26,20,0,1,2,3,22,0,1,3,7,Southpaw,182.88,190.5,34,20
Julio Arce,Julian Erosa,-800,550,True,1.125,0.0,-1350,0,-10.159999999999997,1,-2,0,-2,0,2019-05-18,False,Featherweight,MALE,3,KO/TKO,3,3,0,1,3,9,0,0,0,1,Southpaw,185.42,187.96,29,20,1,0,2,1,9,0,0,1,2,Southpaw,170.18,177.8,29,20
Rose Namajunas,Jessica Andrade,120,-140,False,0.0,1.7143,260,-1,7.6200000000000045,-4,-2,0,0,-1,2019-05-11,True,Women's Strawweight,FEMALE,5,KO/TKO,2,0,3,3,4,33,1,2,2,10,Orthodox,154.94,157.48,27,1,0,3,3,2,23,3,1,3,6,Orthodox,165.1,165.1,26,0
Jared Cannonier,Anderson Silva,-135,115,True,1.7407,0.0,-250,-9,0.0,-13,-2,1,-1,-6,2019-05-11,False,Middleweight,MALE,3,KO/TKO,1,1,0,16,6,58,13,11,3,17,Southpaw,187.96,195.58,44,15,0,1,2,4,17,0,3,0,4,Switch,180.34,195.58,35,9
Jose Aldo,Alexander Volkanovski,-145,125,False,0.0,2.25,-270,2,-2.539999999999992,4,3,-4,0,-3,2019-05-11,False,Featherweight,MALE,3,U-DEC,3,0,6,6,0,15,0,3,0,6,Orthodox,167.64,180.34,30,4,0,2,7,3,45,11,4,0,10,Orthodox,170.18,177.8,32,1
Thiago Alves,Laureano Staropoli,-125,105,False,0.0,2.05,-230,9,-2.539999999999992,14,10,0,0,0,2019-05-11,False,Welterweight,MALE,3,U-DEC,3,0,1,1,0,3,0,0,0,1,Orthodox,185.42,180.34,26,20,0,1,7,10,61,1,7,1,15,Orthodox,175.26,177.8,35,20
Irene Aldana,Bethe Correia,-400,325,True,1.25,0.0,-725,-4,10.159999999999997,-2,-2,2,-2,-2,2019-05-11,False,Women's Bantamweight,FEMALE,3,SUB,3,2,0,3,4,21,1,1,0,4,Orthodox,165.1,162.56,35,12,0,2,2,2,12,0,0,0,2,Orthodox,175.26,172.72,31,10
Rogerio Nogueira,Ryan Spann,105,-125,False,0.0,1.8,230,15,-10.159999999999997,5,5,0,0,0,2019-05-11,False,Light Heavyweight,MALE,3,KO/TKO,1,0,1,1,0,3,0,0,0,1,Orthodox,195.58,200.66,27,20,0,1,2,5,24,0,4,0,6,Southpaw,187.96,190.5,42,20
Thiago Moises,Kurt Holobaugh,-125,105,True,1.8,0.0,-230,-8,0.0,0,-2,0,-2,0,2019-05-11,False,Lightweight,MALE,3,U-DEC,3,3,0,0,3,7,0,0,0,0,Orthodox,180.34,177.8,32,20,1,0,0,1,3,0,0,0,0,Orthodox,175.26,177.8,24,20
Warlley Alves,Sergio Moraes,-135,115,True,1.7407,0.0,-250,-8,0.0,-2,-1,0,0,0,2019-05-11,False,Welterweight,MALE,3,KO/TKO,3,1,0,4,4,31,1,1,3,8,Orthodox,182.88,182.88,36,20,1,0,4,3,22,1,0,3,6,Orthodox,180.34,182.88,28,20
BJ Penn,Clay Guida,525,-750,False,0.0,1.1333,1275,3,0.0,-2,2,0,6,0,2019-05-11,False,Lightweight,MALE,3,U-DEC,3,1,0,4,12,67,0,2,4,14,Orthodox,170.18,177.8,37,20,7,0,3,14,74,11,6,4,12,Orthodox,175.26,177.8,40,20
Luana Carolina,Priscila Cachoeira,-170,150,True,1.5882,0.0,-320,-5,10.159999999999997,0,-2,0,-2,0,2019-05-11,False,Women's Flyweight,FEMALE,3,U-DEC,3,2,0,0,2,5,0,0,0,0,Orthodox,170.18,165.1,30,20,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,25,20
Raoni Barcelos,Carlos Huachin,-1100,700,True,1.0909,0.0,-1800,10,0.0,2,0,2,0,0,2019-05-11,False,Bantamweight,MALE,3,KO/TKO,2,0,0,0,0,0,0,0,0,0,Southpaw,162.56,170.18,22,20,0,2,2,0,5,0,1,1,2,Orthodox,170.18,170.18,32,20
Talita Bernardo,Viviane Araujo,-280,240,False,0.0,3.4,-520,0,0.0,1,2,1,0,-5,2019-05-11,False,Women's Bantamweight,FEMALE,3,KO/TKO,3,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,32,20,0,1,1,2,9,0,0,0,1,Orthodox,162.56,172.72,32,15
Al Iaquinta,Donald Cerrone,-130,110,False,0.0,2.1,-240,-4,-7.619999999999976,-13,-5,-1,0,-3,2019-05-04,False,Lightweight,MALE,5,U-DEC,5,0,2,8,8,63,1,10,6,22,Orthodox,185.42,185.42,36,7,0,1,5,3,33,2,4,0,9,Orthodox,177.8,177.8,32,4
Derek Brunson,Elias Theodorou,-110,-110,True,1.9091,0.0,0,5,5.0800000000000125,1,3,-3,2,-6,2019-05-04,False,Middleweight,MALE,3,U-DEC,3,0,3,3,2,28,1,2,0,8,Orthodox,185.42,190.5,30,14,2,0,5,5,22,0,6,1,9,Southpaw,185.42,195.58,35,8
Cub Swanson,Shane Burgos,160,-185,False,0.0,1.5405,345,7,-12.699999999999989,6,5,-1,3,-10,2019-05-04,False,Featherweight,MALE,3,S-DEC,3,0,1,3,1,13,0,1,1,4,Orthodox,180.34,190.5,28,20,3,0,6,6,46,0,4,0,10,Orthodox,172.72,177.8,35,10
Brad Katona,Merab Dvalishvili,140,-160,False,0.0,1.625,300,-1,-10.159999999999997,1,-2,1,0,0,2019-05-04,False,Bantamweight,MALE,3,U-DEC,3,0,1,1,2,9,0,0,0,1,Orthodox,167.64,172.72,28,20,0,2,2,0,6,1,0,0,2,Orthodox,167.64,162.56,27,20
Walt Harris,Serghei Spivac,-165,145,True,1.6061,0.0,-310,11,-2.539999999999992,4,7,0,1,0,2019-05-04,False,Heavyweight,MALE,3,KO/TKO,1,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,24,20,1,0,2,7,20,0,4,0,4,Southpaw,195.58,195.58,35,20
Marc-Andre Barriault,Andrew Sanchez,140,-160,False,0.0,1.625,300,-2,0.0,-3,-2,-1,0,0,2019-05-04,False,Middleweight,MALE,3,U-DEC,3,0,1,2,2,15,1,0,0,3,Orthodox,185.42,187.96,31,20,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,29,20
Macy Chiasson,Sarah Moras,-700,500,True,1.1429,0.0,-1200,-4,12.699999999999989,0,-3,2,-2,-6,2019-05-04,False,Women's Bantamweight,FEMALE,3,KO/TKO,2,2,0,1,3,13,0,0,1,2,Orthodox,170.18,170.18,31,20,0,2,2,0,3,1,1,1,2,Orthodox,180.34,182.88,27,14
Aiemann Zahabi,Vince Morales,-175,155,False,0.0,2.55,-330,3,-5.0800000000000125,1,0,0,0,0,2019-05-04,False,Bantamweight,MALE,3,U-DEC,3,1,0,0,1,3,0,0,0,0,Orthodox,170.18,177.8,28,20,1,0,1,1,6,0,0,0,1,Orthodox,172.72,172.72,31,20
Nordine Taleb,Kyle Prepolec,-420,335,True,1.2381,0.0,-755,8,10.159999999999997,6,4,0,2,0,2019-05-04,False,Welterweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,29,20,2,0,3,4,23,0,2,0,6,Orthodox,185.42,187.96,37,20
Kyle Nelson,Matt Sayles,165,-190,False,0.0,1.5263,355,3,7.6200000000000045,0,0,0,0,0,2019-05-04,False,Featherweight,MALE,3,SUB,3,1,0,0,1,3,0,0,0,0,Orthodox,170.18,172.72,25,20,1,0,0,1,2,0,0,0,0,Switch,180.34,180.34,28,20
Arjan Bhullar,Juan Adams,115,-135,True,2.15,0.0,250,5,-12.699999999999989,1,1,0,0,0,2019-05-04,False,Heavyweight,MALE,3,U-DEC,3,0,1,1,0,3,0,1,0,1,Orthodox,195.58,203.2,27,20,0,1,1,1,8,0,0,0,2,Orthodox,185.42,190.5,32,20
Mitch Gagnon,Cole Smith,-120,100,False,0.0,2.0,-220,4,-5.0800000000000125,4,3,0,2,0,2019-05-04,False,Bantamweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,170.18,30,20,2,0,4,3,15,0,0,3,4,Southpaw,165.1,165.1,34,20
Jacare Souza,Jack Hermansson,-225,185,False,0.0,2.85,-410,9,-12.700000000000017,3,1,-2,0,10,2019-04-27,False,Middleweight,MALE,5,U-DEC,5,0,3,3,2,13,0,3,2,6,Orthodox,185.42,195.58,30,10,0,1,5,3,23,0,4,4,9,Orthodox,185.42,182.88,39,20
Greg Hardy,Dmitrii Smoliakov,-290,245,True,1.3448,0.0,-535,-6,15.23999999999998,0,-1,0,-1,0,2019-04-27,False,Heavyweight,MALE,3,KO/TKO,1,2,0,0,2,3,0,0,0,0,Switch,187.96,187.96,36,20,1,0,0,1,2,0,0,0,0,Orthodox,195.58,203.2,30,20
Alex Oliveira,Mike Perry,-165,145,False,0.0,2.45,-310,4,12.699999999999989,4,1,0,0,0,2019-04-27,False,Welterweight,MALE,3,U-DEC,3,1,0,2,4,20,0,4,0,5,Orthodox,177.8,180.34,27,20,1,0,3,5,30,0,4,3,9,Orthodox,180.34,193.04,31,20
Glover Teixeira,Ion Cutelaba,-120,100,True,1.8333,0.0,-220,14,2.539999999999992,8,3,-1,0,-9,2019-04-27,False,Light Heavyweight,MALE,3,SUB,2,0,2,2,2,11,0,2,0,3,Southpaw,185.42,190.5,25,20,0,1,5,5,36,1,4,4,11,Orthodox,187.96,193.04,39,11
John Lineker,Cory Sandhagen,-155,135,False,0.0,2.35,-290,1,-7.6200000000000045,9,3,-1,0,-12,2019-04-27,False,Bantamweight,MALE,3,S-DEC,3,0,3,3,0,5,0,2,1,3,Switch,180.34,177.8,27,20,0,2,6,3,38,0,6,1,12,Orthodox,160.02,170.18,28,8
Roosevelt Roberts,Thomas Gifford,-470,375,True,1.2128,0.0,-845,-1,-5.0800000000000125,1,0,1,0,0,2019-04-27,False,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,26,20,0,1,1,0,1,0,0,1,1,Orthodox,187.96,185.42,25,20
Ben Saunders,Takashi Sato,190,-230,False,0.0,1.4348,420,8,10.160000000000025,9,8,0,2,0,2019-04-27,False,Welterweight,MALE,3,KO/TKO,2,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,28,20,2,0,3,8,33,0,3,3,9,Orthodox,187.96,195.58,36,20
Andrei Arlovski,Augusto Sakai,145,-165,False,0.0,1.6061,310,13,0.0,15,12,-1,3,-5,2019-04-27,False,Heavyweight,MALE,3,S-DEC,3,0,1,1,0,3,0,1,0,1,Orthodox,190.5,195.58,27,20,3,0,7,12,59,5,9,2,16,Orthodox,190.5,195.58,40,15
Carla Esparza,Virna Jandiroba,-130,110,True,1.7692,0.0,-240,1,-2.539999999999992,3,4,0,2,-11,2019-04-27,False,Women's Strawweight,FEMALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,30,20,2,0,1,4,20,2,0,1,3,Orthodox,154.94,160.02,31,9
Gilbert Burns,Mike Davis,-245,205,True,1.4082,0.0,-450,6,-2.539999999999992,7,3,1,0,0,2019-04-27,False,Lightweight,MALE,3,SUB,2,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,26,20,0,1,3,3,22,0,2,3,7,Orthodox,177.8,180.34,32,20
Jim Miller,Jason Gonzalez,-115,105,True,1.8696,0.0,-220,6,-7.6200000000000045,17,11,0,0,0,2019-04-27,False,Lightweight,MALE,3,SUB,1,1,0,1,2,4,0,0,1,1,Southpaw,187.96,187.96,29,20,1,0,7,13,71,0,3,7,18,Southpaw,172.72,180.34,35,20
Angela Hill,Jodie Esquibel,-610,455,True,1.1639,0.0,-1065,2,0.0,3,4,0,0,0,2019-04-27,False,Women's Strawweight,FEMALE,3,U-DEC,3,2,0,0,2,6,0,0,0,0,Orthodox,154.94,162.56,32,20,2,0,1,6,23,0,0,0,3,Orthodox,160.02,162.56,34,20
Court McGee,Dhiego Lima,-150,130,False,0.0,2.3,-280,4,2.539999999999992,6,1,0,0,0,2019-04-27,False,Welterweight,MALE,3,S-DEC,3,0,1,1,5,12,2,1,0,2,Orthodox,187.96,187.96,30,20,0,1,3,6,39,1,0,2,8,Orthodox,180.34,190.5,34,20
Alistair Overeem,Aleksei Oleinik,-245,205,True,1.4082,0.0,-450,-3,0.0,3,4,-1,0,-2,2019-04-20,False,Heavyweight,MALE,5,KO/TKO,1,0,2,2,2,12,0,1,5,6,Orthodox,187.96,203.2,41,9,0,1,4,6,29,1,6,0,9,Orthodox,193.04,203.2,38,7
Islam Makhachev,Arman Tsarukyan,-320,260,True,1.3125,0.0,-580,5,-5.079999999999984,5,1,4,0,0,2019-04-20,False,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,22,20,0,4,4,1,11,0,1,2,5,Orthodox,177.8,177.8,27,20
Sergei Pavlovich,Marcelo Golm,-300,250,True,1.3333,0.0,-550,0,22.860000000000014,-1,-1,0,-1,0,2019-04-20,False,Heavyweight,MALE,3,KO/TKO,1,2,0,1,2,7,0,0,1,1,Orthodox,190.5,190.5,26,20,1,0,0,1,1,0,0,0,0,Southpaw,190.5,213.36,26,20
Roxanne Modafferi,Antonina Shevchenko,270,-330,True,3.7,0.0,600,2,5.079999999999984,0,3,-1,1,-5,2019-04-20,False,Women's Flyweight,FEMALE,3,S-DEC,3,0,1,1,0,3,0,0,0,1,Southpaw,172.72,170.18,34,12,1,0,1,3,13,1,1,0,1,Orthodox,170.18,175.26,36,7
Krzysztof Jotko,Alen Amedovski,-230,190,True,1.4348,0.0,-420,-2,7.6200000000000045,6,4,0,3,0,2019-04-20,False,Middleweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,31,20,3,0,5,4,26,0,1,0,6,Southpaw,185.42,195.58,29,20
Movsar Evloev,Seungwoo Choi,-440,350,True,1.2273,0.0,-790,-1,-5.0800000000000125,0,0,0,0,0,2019-04-20,False,Featherweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,26,20,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,25,20
Sultan Aliev,Keita Nakamura,-110,-110,True,1.9091,0.0,0,0,2.5400000000000205,-3,-4,-1,1,0,2019-04-20,False,Welterweight,MALE,3,U-DEC,3,0,1,1,6,29,0,0,2,4,Southpaw,180.34,185.42,34,20,1,0,1,2,6,0,0,0,1,Orthodox,180.34,187.96,34,20
Alexander Yakovlev,Alex Da Silva,-150,130,True,1.6667,0.0,-280,11,2.5400000000000205,2,4,0,2,0,2019-04-20,False,Lightweight,MALE,3,SUB,2,0,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,23,20,2,0,2,4,15,0,1,0,2,Southpaw,190.5,187.96,34,20
Marcin Tybura,Shamil Abdurakhimov,-135,115,False,0.0,2.15,-250,-4,5.0800000000000125,0,1,-1,0,-3,2019-04-20,False,Heavyweight,MALE,3,KO/TKO,2,0,2,2,2,15,0,1,0,4,Orthodox,190.5,193.04,37,13,0,1,3,3,22,0,2,0,4,Orthodox,190.5,198.12,33,10
Gadzhimurad Antigulov,Michal Oleksiejczuk,180,-220,False,0.0,1.4545,400,8,-10.159999999999997,1,0,-1,1,0,2019-04-20,False,Light Heavyweight,MALE,3,KO/TKO,1,0,1,1,1,4,0,1,0,1,Southpaw,182.88,187.96,24,20,1,0,2,1,3,0,0,2,2,Orthodox,180.34,177.8,32,20
